,adaptive,impostor_rate,len_attacks,method,model_size,normalize,rate_external_impostor,sampling,Bacc_mean,Bacc_std,FMR_mean,FMR_std,FNMR_mean,FNMR_std
0,False,0.3,,Euclidian,40,False,0.0,Random,0.5891076380046968,0.20386537543205221,0.4990450725744844,0.34721887797424206,0.322739651416122,0.25479744828045175
1,False,0.3,,Euclidian,40,False,0.0,GenFirst,0.5940419602184308,0.20285650075111597,0.5106633562515915,0.35139036868234835,0.30125272331154684,0.2507310865112825
2,False,0.3,,Euclidian,40,False,0.0,ImpFirst,0.588995876128229,0.20477124346555794,0.4996498599439776,0.3437353010903664,0.3223583877995642,0.24315314799230464
3,False,0.3,,Euclidian,40,False,0.5,Random,0.6153718558130323,0.1668522287262474,0.4523172905525847,0.2770851150073398,0.3169389978213508,0.2566312227965029
4,False,0.3,,Euclidian,40,False,0.5,GenFirst,0.6198933487536429,0.16347492771674302,0.44900687547746376,0.28006988738714017,0.3112064270152506,0.2525165909686781
5,False,0.3,,Euclidian,40,False,0.5,ImpFirst,0.6197217270746682,0.16539805589533896,0.4603386809269162,0.28396096466135023,0.30021786492374725,0.24218828659441055
6,False,0.3,,Euclidian,40,False,1.0,Random,0.6179835823218176,0.185274656097716,0.4551820728291316,0.3240285253420625,0.30885076252723315,0.25140543295630324
7,False,0.3,,Euclidian,40,False,1.0,GenFirst,0.6214798545680899,0.18103345863761214,0.4488158899923606,0.33135513830210894,0.3082244008714597,0.2521407141246555
8,False,0.3,,Euclidian,40,False,1.0,ImpFirst,0.6261743838949722,0.18790107218529425,0.4498026483320601,0.3236839242288075,0.2978485838779956,0.24035652268634933
9,False,0.3,,Euclidian,40,True,0.0,Random,0.5031561235605354,0.02359459664171441,0.0007002801120448179,0.006487574496048559,0.9929874727668846,0.05183660786280082
10,False,0.3,,Euclidian,40,True,0.0,GenFirst,0.5031088192852898,0.028428902270555775,0.00031830914183855356,0.0034477450124907063,0.9934640522875818,0.05752914265064957
11,False,0.3,,Euclidian,40,True,0.0,ImpFirst,0.5025882954191777,0.018762932473259258,0.0012095747389865037,0.013463084495614423,0.9936138344226578,0.04984345189947788
12,False,0.3,,Euclidian,40,True,0.5,Random,0.5081590590781767,0.04777489929176829,0.001941685765215177,0.027664763743801734,0.9817401960784312,0.1094656028511359
13,False,0.3,,Euclidian,40,True,0.5,GenFirst,0.5048489092606739,0.023658070455883324,0.00582505729564553,0.05735060707392887,0.9844771241830065,0.09209631677411872
14,False,0.3,,Euclidian,40,True,0.5,ImpFirst,0.5046046069943129,0.0342764447506501,6.366182836771073e-05,0.0009070414342230075,0.9907271241830065,0.0691419505948371
15,False,0.3,,Euclidian,40,True,1.0,Random,0.5011292016806723,0.00859288678581863,0.005952380952380952,0.07135558829780513,0.9917892156862744,0.0762906882516417
16,False,0.3,,Euclidian,40,True,1.0,GenFirst,0.5006195533769063,0.004379554704900075,0.0,0.0,0.9987608932461874,0.008759109409800157
17,False,0.3,,Euclidian,40,True,1.0,ImpFirst,0.5035027268483151,0.025495811699300982,0.0013687293099057805,0.019501390835794663,0.9916258169934642,0.06876820963326737
18,False,0.5,,Euclidian,40,False,0.0,Random,0.5973856209150327,0.19366091494469592,0.4871732026143791,0.33752662556639595,0.31805555555555554,0.2563204163423946
19,False,0.5,,Euclidian,40,False,0.0,GenFirst,0.6019812091503267,0.1886362603861635,0.48284313725490197,0.33441283348353257,0.3131944444444444,0.25128996130612075
20,False,0.5,,Euclidian,40,False,0.0,ImpFirst,0.5966979847494552,0.19379257601292488,0.4808687363834423,0.33481766050867523,0.325735294117647,0.2549352275300664
21,False,0.5,,Euclidian,40,False,0.5,Random,0.6109068627450981,0.1706648585026432,0.46277233115468414,0.27841844957113654,0.31541394335511985,0.25945627263388465
22,False,0.5,,Euclidian,40,False,0.5,GenFirst,0.6089869281045752,0.16562391733822993,0.4707652505446624,0.27815054491381946,0.31126089324618733,0.24950859526708288
23,False,0.5,,Euclidian,40,False,0.5,ImpFirst,0.6133850762527233,0.1618111702972275,0.47328431372549024,0.28176013651260773,0.29994553376906313,0.23139431269165117
24,False,0.5,,Euclidian,40,False,1.0,Random,0.6228417755991286,0.18017657580056742,0.4317129629629629,0.3262013659221375,0.3226034858387799,0.2536487959649277
25,False,0.5,,Euclidian,40,False,1.0,GenFirst,0.6183346949891068,0.17647996657409826,0.4392156862745098,0.3363273971719885,0.3241149237472767,0.249691189174896
26,False,0.5,,Euclidian,40,False,1.0,ImpFirst,0.6115264161220044,0.18255131186737023,0.45687636165577344,0.3319695046562525,0.3200708061002178,0.259540310293883
27,False,0.5,,Euclidian,40,True,0.0,Random,0.5047930283224401,0.034084906831184904,0.002110566448801743,0.021911317754655085,0.9883033769063181,0.07511739789937562
28,False,0.5,,Euclidian,40,True,0.0,GenFirst,0.5038807189542484,0.028814293142325524,0.0,0.0,0.9922385620915034,0.05762858628465104
29,False,0.5,,Euclidian,40,True,0.0,ImpFirst,0.504187091503268,0.028521988078655164,0.0016203703703703705,0.01996614112780794,0.9900054466230936,0.0637973671976628
30,False,0.5,,Euclidian,40,True,0.5,Random,0.5035607298474946,0.03342882048396695,0.0,0.0,0.9928785403050109,0.0668576409679339
31,False,0.5,,Euclidian,40,True,0.5,GenFirst,0.5052423747276689,0.03722027462892903,0.007148692810457516,0.07364062410863625,0.9823665577342048,0.1122535037938866
32,False,0.5,,Euclidian,40,True,0.5,ImpFirst,0.5013139978213508,0.006431496045907284,0.0,0.0,0.9973720043572986,0.012862992091814561
33,False,0.5,,Euclidian,40,True,1.0,Random,0.5049768518518519,0.027859286618172358,0.005010893246187364,0.06831880659272495,0.9850354030501088,0.08909511218537253
34,False,0.5,,Euclidian,40,True,1.0,GenFirst,0.5027505446623093,0.020772861029033054,1.3616557734204794e-05,0.0001940060845421433,0.9944852941176471,0.041613508157228155
35,False,0.5,,Euclidian,40,True,1.0,ImpFirst,0.5063997821350763,0.03779245120581961,0.007039760348583878,0.07590303000233203,0.9801606753812636,0.10963046642100528
36,False,0.7,,Euclidian,40,False,0.0,Random,0.6462496283442525,0.15815112797508227,0.3872256888452639,0.267295329040502,0.32027505446623095,0.2597405536710464
37,False,0.7,,Euclidian,40,False,0.0,GenFirst,0.6437869059026072,0.15813080998479703,0.39878239734511206,0.27177880867469323,0.31364379084967325,0.2557424493442008
38,False,0.7,,Euclidian,40,False,0.0,ImpFirst,0.6471396627118601,0.15964718440412437,0.38543200355231483,0.2551244096336567,0.32028867102396513,0.25777057299666084
39,False,0.7,,Euclidian,40,False,0.5,Random,0.6168865846232546,0.1632625729404835,0.4655051531935778,0.28428231080063515,0.30072167755991286,0.23796666354307877
40,False,0.7,,Euclidian,40,False,0.5,GenFirst,0.6121402323676127,0.1617316581257248,0.4638867465937507,0.28337122018614086,0.311832788671024,0.25412709598213906
41,False,0.7,,Euclidian,40,False,0.5,ImpFirst,0.6076640446272537,0.1631448681316271,0.45610437261913117,0.28353948599361417,0.32856753812636164,0.25961840323948604
42,False,0.7,,Euclidian,40,False,1.0,Random,0.6366736339947182,0.14597743392454368,0.41770665357919096,0.2692423473144305,0.30894607843137256,0.2562413150373441
43,False,0.7,,Euclidian,40,False,1.0,GenFirst,0.6269653610351571,0.14928062932735248,0.41878169623033956,0.26121812346611967,0.3272875816993464,0.26010368970926395
44,False,0.7,,Euclidian,40,False,1.0,ImpFirst,0.6305432535880198,0.15409482004314698,0.4193601159176424,0.2619584337917156,0.3195533769063181,0.255122247257754
45,False,0.7,,Euclidian,40,True,0.0,Random,0.504262315275733,0.021475670738222735,0.0010750426511486597,0.014735850681119272,0.9904003267973858,0.05186860344771462
46,False,0.7,,Euclidian,40,True,0.0,GenFirst,0.5051417842332271,0.03629174582943887,0.0023253639954193836,0.032797559460505527,0.9873910675381264,0.09171630956609708
47,False,0.7,,Euclidian,40,True,0.0,ImpFirst,0.5039988373180023,0.027909871863209763,0.01234546261889738,0.09678264292840899,0.979656862745098,0.12942901635357312
48,False,0.7,,Euclidian,40,True,0.5,Random,0.5009239702701369,0.006634312267857233,1.7527869312206408e-05,0.00024973369643088765,0.9981345315904139,0.01327481698302677
49,False,0.7,,Euclidian,40,True,0.5,GenFirst,0.5051971187428753,0.03473813421873818,0.0025006426885414474,0.031414666847399825,0.987105119825708,0.09073828363804462
50,False,0.7,,Euclidian,40,True,0.5,ImpFirst,0.5033935983677008,0.0168085949074447,0.0030031082754913645,0.034713617590058664,0.9902096949891068,0.05678942894860634
51,False,0.7,,Euclidian,40,True,1.0,Random,0.5023692810457517,0.021255782454824238,0.0,0.0,0.9952614379084966,0.04251156490964846
52,False,0.7,,Euclidian,40,True,1.0,GenFirst,0.5044880433964077,0.03809017025202595,0.002570754165790273,0.028498530798694535,0.9884531590413943,0.0914069611976021
53,False,0.7,,Euclidian,40,True,1.0,ImpFirst,0.5040966769107325,0.03564868534171654,0.004837691930168969,0.0687593924983776,0.9869689542483662,0.09924703360355364
54,GrowingWindow,0.3,,Euclidian,40,False,0.0,Random,0.6290092804798687,0.15938300968806435,0.6234084542908072,0.3309218919539723,0.11857298474945534,0.07295793820288698
55,GrowingWindow,0.3,,Euclidian,40,False,0.0,GenFirst,0.6455865553292024,0.15851739491328862,0.5900496562261268,0.3327545291826123,0.11877723311546841,0.07330067479159419
56,GrowingWindow,0.3,,Euclidian,40,False,0.0,ImpFirst,0.6886687250657838,0.171689515498024,0.5000318309141839,0.3450330777311936,0.12263071895424836,0.0851503052040391
57,GrowingWindow,0.3,,Euclidian,40,False,0.5,Random,0.6814172007186713,0.14482607082928792,0.5228545963840082,0.3057296788219716,0.11431100217864923,0.07269315239897797
58,GrowingWindow,0.3,,Euclidian,40,False,0.5,GenFirst,0.7023586707410236,0.1516504179336129,0.474694423223835,0.31529708552340435,0.12058823529411765,0.07516357629987541
59,GrowingWindow,0.3,,Euclidian,40,False,0.5,ImpFirst,0.7137139956992897,0.13603421679546163,0.45604150751209577,0.2825162520909583,0.11653050108932461,0.07434696884238151
