,adaptive,impostor_rate,len_attacks,method,model_size,normalize,rate_external_impostor,sampling,Bacc_mean,Bacc_std,FMR_mean,FMR_std,FNMR_mean,FNMR_std
0,False,0.3,,Euclidian,40,False,0.0,Random,0.5023992551566081,0.012705511941456603,0.003063725490196073,0.007688461242541948,0.9921377641965878,0.02493437639349827
1,False,0.3,,Euclidian,40,False,0.0,GenFirst,0.5030114697394109,0.01683832692166024,0.003717320261437903,0.008111754991832367,0.9902597402597403,0.033664589133004706
2,False,0.3,,Euclidian,40,False,0.0,ImpFirst,0.5026655738052795,0.013186744352242416,0.0033905228758169884,0.00922735556754652,0.9912783295136236,0.02661072040810652
3,False,0.3,,Euclidian,40,False,0.5,Random,0.5031525867922927,0.011879746282724703,0.0038807189542483635,0.007959189574590292,0.9898141074611664,0.025083568255090685
4,False,0.3,,Euclidian,40,False,0.5,GenFirst,0.5042186571598336,0.016597514271921236,0.0035947712418300613,0.007818987420656977,0.9879679144385026,0.033500218759832126
5,False,0.3,,Euclidian,40,False,0.5,ImpFirst,0.504780914891209,0.02052564124459452,0.004316448801742916,0.010912590055290265,0.986121721415839,0.0417032112055431
6,False,0.3,,Euclidian,40,False,1.0,Random,0.502687236510766,0.014836037837734595,0.0046840958605664455,0.011303350543193343,0.9899414311179018,0.028956126177575245
7,False,0.3,,Euclidian,40,False,1.0,GenFirst,0.5036285473785473,0.020548506635345014,0.0047113289760348535,0.010760320518128145,0.9880315762668704,0.04215384201674785
8,False,0.3,,Euclidian,40,False,1.0,ImpFirst,0.5038190023484141,0.02611280717007411,0.004139433551198252,0.008221334319875033,0.9882225617519735,0.05450125526934579
9,False,0.3,,Euclidian,40,True,0.0,Random,0.5451612589480237,0.11619884659317989,0.8333469498910676,0.2891922868376973,0.07633053221288515,0.22940347947350193
10,False,0.3,,Euclidian,40,True,0.0,GenFirst,0.5475828841637665,0.11165252314291753,0.8237608932461873,0.29035356499778714,0.08107333842627959,0.23568894057882864
