,adaptive,impostor_rate,len_attacks,method,model_size,normalize,rate_external_impostor,sampling,Bacc_mean,Bacc_std,FMR_mean,FMR_std,FNMR_mean,FNMR_std
86,GrowingWindow,0.5,,Euclidian,40,True,0.5,ImpFirst,0.5072058823529412,0.045443982320252416,0.003982843137254902,0.05570383826810253,0.9816053921568627,0.11249440038501239
87,GrowingWindow,0.5,,Euclidian,40,True,1.0,Random,0.5042830882352941,0.029552148503096655,3.676470588235294e-05,0.0005238164282637869,0.9913970588235295,0.059113729628278135
88,GrowingWindow,0.5,,Euclidian,40,True,1.0,GenFirst,0.5033210784313726,0.017237167628604007,0.003394607843137255,0.04836571687635633,0.9899632352941176,0.06632625002571793
89,GrowingWindow,0.5,,Euclidian,40,True,1.0,ImpFirst,0.5037561274509804,0.026823936197743595,2.4509803921568626e-05,0.0003492109521758579,0.9924632352941177,0.05397466609187084
90,GrowingWindow,0.7,,Euclidian,40,False,0.0,Random,0.6154608201772865,0.11148998212352584,0.6400750916715705,0.24336266166859674,0.1290032679738562,0.07205955005092722
91,GrowingWindow,0.7,,Euclidian,40,False,0.0,GenFirst,0.5890792973431216,0.0998763098021624,0.6961210894096176,0.22721585939700792,0.12572031590413943,0.0713739176632933
92,GrowingWindow,0.7,,Euclidian,40,False,0.0,ImpFirst,0.7330276263115835,0.13181881892340724,0.40547933343347825,0.2706838206234682,0.12846541394335512,0.08060224887587354
93,GrowingWindow,0.7,,Euclidian,40,False,0.5,Random,0.6265388096297091,0.10782096632505093,0.6188028273636754,0.23024679534530432,0.1281195533769063,0.07740491901861207
94,GrowingWindow,0.7,,Euclidian,40,False,0.5,GenFirst,0.6129352087576332,0.1049703685139194,0.6434909659269994,0.22962733781441294,0.1306386165577342,0.07391824762320669
95,GrowingWindow,0.7,,Euclidian,40,False,0.5,ImpFirst,0.703606665407737,0.13180048742882364,0.4573032813849619,0.2722529429171376,0.13548338779956426,0.09059475363253097
96,GrowingWindow,0.7,,Euclidian,40,False,1.0,Random,0.6296874251772686,0.10802927423648646,0.6135023282947002,0.23133071245121725,0.12712282135076253,0.07179863863646821
97,GrowingWindow,0.7,,Euclidian,40,False,1.0,GenFirst,0.6108978343738213,0.10297730976481438,0.6521504096837302,0.2278867269765555,0.12605392156862746,0.0728408370954811
98,GrowingWindow,0.7,,Euclidian,40,False,1.0,ImpFirst,0.7217004762373442,0.1305985666280662,0.42464234817890634,0.2664067132909431,0.13195669934640525,0.07495144529656811
99,GrowingWindow,0.7,,Euclidian,40,True,0.0,Random,0.5062188176449572,0.029428046364137993,0.007954521572830633,0.07531677029066024,0.9796078431372548,0.1112034464713781
100,GrowingWindow,0.7,,Euclidian,40,True,0.0,GenFirst,0.5077862169787528,0.0431473931385301,0.00012609545425887396,0.0017229841472872092,0.9843014705882354,0.08736598166757661
101,GrowingWindow,0.7,,Euclidian,40,True,0.0,ImpFirst,0.5091620497341488,0.0416072450490938,0.011148939747388772,0.08679158312218113,0.9705269607843138,0.13999320889893904
102,GrowingWindow,0.7,,Euclidian,40,True,0.5,Random,0.5055977646953744,0.03238850943266422,0.00055692158964336,0.007140779439006735,0.988247549019608,0.06673925883963115
103,GrowingWindow,0.7,,Euclidian,40,True,0.5,GenFirst,0.5062535814611661,0.0395802513388231,0.002274972153920518,0.03159232691609135,0.9852178649237472,0.08959753461477556
104,GrowingWindow,0.7,,Euclidian,40,True,0.5,ImpFirst,0.5017865886976441,0.008055399005315121,0.004907214761574511,0.0657724082682414,0.9915196078431372,0.07098238947466116
105,GrowingWindow,0.7,,Euclidian,40,True,1.0,Random,0.5053448710673979,0.03637984325637497,9.457159069415548e-05,0.0010676309325941685,0.9892156862745098,0.07300783968795117
106,GrowingWindow,0.7,,Euclidian,40,True,1.0,GenFirst,0.5033094277367967,0.01711129487617476,0.021126242565622178,0.1351933871157654,0.9722549019607843,0.15217923103473652
107,GrowingWindow,0.7,,Euclidian,40,True,1.0,ImpFirst,0.5037875462349999,0.028254244987829906,0.0005253977260786416,0.006111638095093316,0.9918995098039215,0.05857457915588571
108,SlidingWindow,0.3,,Euclidian,40,False,0.0,Random,0.633065927128427,0.15988821340491802,0.5991745182921653,0.3352034749276232,0.13469362745098037,0.06957698908235271
109,SlidingWindow,0.3,,Euclidian,40,False,0.0,GenFirst,0.6638526058349976,0.16340028167913054,0.5379143417069113,0.3415598631088962,0.1343804466230937,0.07015738116511838
110,SlidingWindow,0.3,,Euclidian,40,False,0.0,ImpFirst,0.6793316261911465,0.16820385085368691,0.5081096234347008,0.33736555017470743,0.1332271241830065,0.0704442359445436
111,SlidingWindow,0.3,,Euclidian,40,False,0.5,Random,0.6833309325192065,0.13809363150514817,0.4981080151358789,0.29187559107399735,0.13523011982570807,0.07300155862092705
112,SlidingWindow,0.3,,Euclidian,40,False,0.5,GenFirst,0.7129203881845134,0.15139794496945008,0.43901624977476367,0.31496737671390684,0.13514297385620913,0.06918301815375846
113,SlidingWindow,0.3,,Euclidian,40,False,0.5,ImpFirst,0.6970068735229339,0.1278701411888823,0.47560635099334786,0.2638470842791561,0.13037990196078433,0.06725526921151036
114,SlidingWindow,0.3,,Euclidian,40,False,1.0,Random,0.6533403203120696,0.17346786336315786,0.564226222120959,0.35473429411977964,0.12909313725490196,0.0722571237781016
115,SlidingWindow,0.3,,Euclidian,40,False,1.0,GenFirst,0.6640131574293726,0.17901928131978592,0.5406624106314508,0.36931086902954724,0.13131127450980393,0.06987474819344945
116,SlidingWindow,0.3,,Euclidian,40,False,1.0,ImpFirst,0.7043197901170036,0.1678477226662366,0.455685038502376,0.3426263759459977,0.13567538126361656,0.07092545496002473
117,SlidingWindow,0.3,,Euclidian,40,True,0.0,Random,0.504749628918553,0.028955365288740362,0.004589794450475565,0.06412463658347382,0.9859109477124183,0.08959747248185462
118,SlidingWindow,0.3,,Euclidian,40,True,0.0,GenFirst,0.50640630374957,0.0376558750079696,0.007309941520467836,0.07350107514718507,0.9798774509803923,0.10783797614655448
119,SlidingWindow,0.3,,Euclidian,40,True,0.0,ImpFirst,0.5033036635706916,0.028856472927931268,0.023735810113519093,0.14988769735176088,0.9696568627450981,0.15295297528646237
120,SlidingWindow,0.3,,Euclidian,40,True,0.5,Random,0.5055552330581355,0.02162853468025742,0.006793945648434813,0.07064170407303054,0.9820955882352941,0.08879463489658981
121,SlidingWindow,0.3,,Euclidian,40,True,0.5,GenFirst,0.504375,0.023555869392640486,0.004901960784313725,0.0698421904351716,0.9863480392156863,0.08329546068463232
122,SlidingWindow,0.3,,Euclidian,40,True,0.5,ImpFirst,0.5061397933708305,0.034332766097696574,0.0069115897289271895,0.07299538543204777,0.9808088235294118,0.11029381535906287
123,SlidingWindow,0.3,,Euclidian,40,True,1.0,Random,0.5009760563582158,0.010960654211793213,0.001834651989450751,0.02613976718041509,0.9962132352941176,0.03364269246358768
124,SlidingWindow,0.3,,Euclidian,40,True,1.0,GenFirst,0.5059435199518404,0.04280504228082176,8.599931200550395e-05,0.0012253015865819577,0.9880269607843137,0.08649881280256606
125,SlidingWindow,0.3,,Euclidian,40,True,1.0,ImpFirst,0.5052634803921568,0.03003392896970789,0.0,0.0,0.9894730392156862,0.06006785793941577
126,SlidingWindow,0.5,,Euclidian,40,False,0.0,Random,0.609828431372549,0.14598303756150965,0.6498706427015251,0.306484904993955,0.1304724945533769,0.06811000767176643
127,SlidingWindow,0.5,,Euclidian,40,False,0.0,GenFirst,0.6343205337690633,0.15517280699704383,0.5980405773420479,0.3216964408711504,0.1333183551198257,0.0668556926863454
128,SlidingWindow,0.5,,Euclidian,40,False,0.0,ImpFirst,0.6944185729847495,0.16319886626651192,0.472713779956427,0.3279071396506335,0.13844907407407409,0.08763544170282572
129,SlidingWindow,0.5,,Euclidian,40,False,0.5,Random,0.6405358115468408,0.12703328704822797,0.5837418300653595,0.27054417194617464,0.13518654684095863,0.07425624979070834
130,SlidingWindow,0.5,,Euclidian,40,False,0.5,GenFirst,0.6618252995642702,0.14181827562311972,0.541010348583878,0.29759856396320206,0.1353390522875817,0.07169471517531234
131,SlidingWindow,0.5,,Euclidian,40,False,0.5,ImpFirst,0.705255991285403,0.13541759432828177,0.4515168845315904,0.2746790896536918,0.1379711328976035,0.07248682871466501
132,SlidingWindow,0.5,,Euclidian,40,False,1.0,Random,0.6200061274509805,0.15798973804251545,0.6257039760348584,0.3279633516765153,0.13428376906318082,0.07201524132758474
133,SlidingWindow,0.5,,Euclidian,40,False,1.0,GenFirst,0.6223202614379085,0.16325648833138823,0.6227873093681918,0.3345849271619227,0.13257216775599126,0.07119886575803461
134,SlidingWindow,0.5,,Euclidian,40,False,1.0,ImpFirst,0.7100973583877996,0.16650558913507005,0.4447930283224401,0.334624036816399,0.13501225490196078,0.07065178848374247
135,SlidingWindow,0.5,,Euclidian,40,True,0.0,Random,0.5057536764705882,0.03746964030808005,0.004669117647058824,0.06547793429555952,0.9838235294117647,0.1018503479028688
136,SlidingWindow,0.5,,Euclidian,40,True,0.0,GenFirst,0.5101531862745098,0.056509066834053254,0.002867647058823529,0.0408576814045754,0.976825980392157,0.12294140307368019
137,SlidingWindow,0.5,,Euclidian,40,True,0.0,ImpFirst,0.5030759803921568,0.01764833107478171,0.0003186274509803922,0.004539742378286153,0.9935294117647059,0.03721847419256473
138,SlidingWindow,0.5,,Euclidian,40,True,0.5,Random,0.5016605392156863,0.009894896149393673,0.004583333333333333,0.06530244805688545,0.9920955882352941,0.06918105990199762
139,SlidingWindow,0.5,,Euclidian,40,True,0.5,GenFirst,0.5043504901960785,0.031429986770394276,0.009178921568627452,0.08081482159253378,0.9821200980392156,0.11140263945015386
140,SlidingWindow,0.5,,Euclidian,40,True,0.5,ImpFirst,0.504938725490196,0.043819404840007674,6.127450980392157e-05,0.0008730273804396451,0.9900612745098039,0.08821814494975296
141,SlidingWindow,0.5,,Euclidian,40,True,1.0,Random,0.5033530773420479,0.01977470290627137,0.0006004901960784313,0.006136794347030625,0.9926933551198257,0.04322350736141314
142,SlidingWindow,0.5,,Euclidian,40,True,1.0,GenFirst,0.5052328431372549,0.03196521278188338,0.003161764705882353,0.031153137078422606,0.9863725490196078,0.07763991753900364
143,SlidingWindow,0.5,,Euclidian,40,True,1.0,ImpFirst,0.5089767156862745,0.04946142916452776,0.0027941176470588237,0.032076414044386936,0.979252450980392,0.10967123885161323
144,SlidingWindow,0.7,,Euclidian,40,False,0.0,Random,0.5896387177839453,0.09996151807936675,0.6889823683536781,0.22017848074800894,0.13174019607843138,0.06721445613225241
145,SlidingWindow,0.7,,Euclidian,40,False,0.0,GenFirst,0.5940598708665695,0.10782238974184959,0.6801278072864687,0.23606191645642832,0.13175245098039215,0.06948197118984875
146,SlidingWindow,0.7,,Euclidian,40,False,0.0,ImpFirst,0.7288784216046809,0.12794628319513393,0.41124506310872083,0.26063049462894033,0.1309980936819172,0.07365590168930407
147,SlidingWindow,0.7,,Euclidian,40,False,0.5,Random,0.6218001168463042,0.10535701089370712,0.6252409972442106,0.22722909065488012,0.1311587690631808,0.06915955450714943
148,SlidingWindow,0.7,,Euclidian,40,False,0.5,GenFirst,0.6301275916062141,0.12179074953622272,0.6049681283344125,0.26127381550020323,0.13477668845315904,0.07165074766216056
149,SlidingWindow,0.7,,Euclidian,40,False,0.5,ImpFirst,0.7053233185486998,0.1359293784189951,0.45134546529911457,0.2831319416550686,0.13800789760348584,0.07609681485542168
150,SlidingWindow,0.7,,Euclidian,40,False,1.0,Random,0.6220088960840824,0.10503286301283386,0.624540214367783,0.2300988759134317,0.1314419934640523,0.07084552723045116
151,SlidingWindow,0.7,,Euclidian,40,False,1.0,GenFirst,0.6194774037402064,0.11130051452557514,0.6283069027592386,0.23764966929583145,0.1327382897603486,0.07506524253538349
152,SlidingWindow,0.7,,Euclidian,40,False,1.0,ImpFirst,0.7162027494503446,0.13371344933436605,0.43535049238471374,0.2718938091242138,0.13224400871459693,0.07048278938452154
153,SlidingWindow,0.7,,Euclidian,40,True,0.0,Random,0.5061699731696895,0.0441354689128081,0.005884454532080786,0.06411965386794313,0.9817755991285404,0.11887320117762643
154,SlidingWindow,0.7,,Euclidian,40,True,0.0,GenFirst,0.5063462397284745,0.04142397156586007,0.00517516760187462,0.05413843666628578,0.9821323529411765,0.11696813137435667
155,SlidingWindow,0.7,,Euclidian,40,True,0.0,ImpFirst,0.5040328807031923,0.022651716702815704,0.00410335624067419,0.04125955100201937,0.9878308823529413,0.0821582766897725
156,SlidingWindow,0.7,,Euclidian,40,True,0.5,Random,0.5033872347617145,0.022869861983036983,0.004796881239097997,0.0667776307891045,0.9884286492374728,0.08267408987473945
157,SlidingWindow,0.7,,Euclidian,40,True,0.5,GenFirst,0.5028072460227392,0.01683293469294538,1.050795452157283e-05,0.00010560363597420183,0.9943750000000001,0.033697876416771425
158,SlidingWindow,0.7,,Euclidian,40,True,0.5,ImpFirst,0.5060151931887439,0.03358891242638259,0.006094613622512242,0.07159396923709081,0.981875,0.10411718187347616
